	SentenceId	Clause Text	Codes	ExperimentValues	Paragraph	Headings	FloatingBox?	Discourse Type	Offset_Begin	Offset_End	fig_spans
30	s18	Karlseder et al. 1999 ; Smogorzewska and de Lange 2002 ; d'Adda di Fagagna et al. 2003 ) .	[exLink]		p4	Introduction	FALSE	none	4070	4156	
31	s19	Primary human cells with telomere damage undergo apoptosis or senescence ( Karlseder et al. 1999 ; Smogorzewska and de Lange 2002 ) .	[exLink]		p4	Introduction	FALSE	fact	4157	4286	
32	s20	An important transducer of the DNA damage signal is the ATM kinase ( reviewed in Shiloh 2003 ) .	[exLink]		p5	Introduction	FALSE	fact	4287	4380	
33	s21	"ATM activation requires autophosphorylation on S1981 and concomitant dissociation into monomers , the presumed active form of the kinase ( Bakkenist and Kastan 2003 ) ."	[exLink]		p5	Introduction	FALSE	fact	4381	4545	
34	s22	"DSBs and other genome stress lead to a rapid conversion of the ATM pool into active S1981-P monomers ,"	[]		p5	Introduction	FALSE	fact	4546	4647	
35	s22	"which can phosphorylate regulators of the G1/S , intra-S , and G2/M cell cycle transitions ( Bakkenist and Kastan 2003 ) ."	[exLink]		p5	Introduction	FALSE	fact	4648	4765	
36	s23	Activation of ATM also takes	[]		p6	Introduction	FALSE	fact	4766	4794	
37	s23	place in response to telomere damage .	[]		p6	Introduction	FALSE	fact	4795	4832	
38	s24	When telomeres become uncapped due to inhibition of TRF2	[]		p6	Introduction	FALSE	fact	4833	4889	
39	s24	S1981-phosphorylated ATM associates with telomeres ( Takai et al. 2003 ) .	[exLink]		p6	Introduction	FALSE	fact	4890	4962	
40	s25	"Furthermore , ATM targets become phosphorylated in aging cells with shortened telomeres ( d'Adda di Fagagna et al. 2003 ) ."	[exLink]		p6	Introduction	FALSE	fact	4963	5082	
41	s26	Genetic evidence for a role of ATM in the telomere damage pathway is provided by the diminished ability of ataxia telangiectasia ( A-T ) cells	[]		p6	Introduction	FALSE	result	5083	5223	
42	s26	to mount a DNA damage response after telomere uncapping ( Karlseder et al. 1999 ; Takai et al. 2003 ) .	[exLink]		p6	Introduction	FALSE	result	5224	5323	
43	s27	"However , several lines of evidence suggest"	[]		p6	Introduction	FALSE	implication	5324	5366	
44	s27	"that a second PIKK ( phosphatidylinositol 3-kinase-like kinase ) , such as ATR or DNA-PKcs , can transduce the telomere damage signal in the absence of ATM ( Takai et al. 2003 ; Wong et al. 2003 ) ."	[exLink]		p6	Introduction	FALSE	implication	5367	5557	
45	s28	"One proposed mechanism of telomere protection is based on the ciliate telomere proteins ,"	[]		p7	Introduction	FALSE	hypothesis	5558	5646	
46	s28	which envelop the single-stranded telomere terminus ( Horvath et al. 1998 ) .	[exLink]		p7	Introduction	FALSE	fact	5647	5721	
47	s29	"Such a protein cap ,"	[]		p7	Introduction	FALSE	hypothesis	5722	5741	
48	s29	"if sufficiently stable , could simply hide chromosome ends from the DNA damage surveillance machinery ."	[]		p7	Introduction	FALSE	hypothesis	5742	5843	
49	s30	"Both budding and fission yeast also contain protective single-stranded telomere-binding proteins , but"	[]		p7	Introduction	FALSE	fact	5844	5945	
50	s30	it is not known whether these proteins function similarly by forming a physical cap over the telomere terminus ( Garvik et al. 1995 ; Baumann and Cech 2001 ) .	[exLink]		p7	Introduction	FALSE	problem	5946	6101	
51	s31	TRF2 must represent a different mechanism for telomere protection	[]		p8	Introduction	FALSE	fact	6102	6167	
52	s31	since it only binds to the duplex part of the telomere .	[]		p8	Introduction	FALSE	fact	6168	6223	
53	s32	TRF2 has been proposed	[]		p8	Introduction	FALSE	hypothesis	6224	6246	
54	s32	to promote the formation of t-loops ( Griffith et al. 1999 ; Stansel et al. 2001 ) .	[exLink]		p8	Introduction	FALSE	hypothesis	6247	6327	
55	s33	"In the t-loop configuration , the 3 ' overhang of TTAGGG repeats is strand-invaded into the duplex part of the telomere ."	[]		p8	Introduction	FALSE	fact	6328	6446	
56	s34	Although this could be an effective way to protect chromosome ends from nucleases and ligases	[]		p8	Introduction	FALSE	hypothesis	6447	6540	
57	s34	"t-loops have several structural features resembling DNA lesions , including single strand to double strand transitions , 3 ' and 5 ' ends , and single-stranded DNA ."	[]		p8	Introduction	FALSE	fact	6541	6701	
58	s35	"Therefore , human telomeres may need additional mechanisms"	[]		p8	Introduction	FALSE	hypothesis	6702	6759	
59	s35	to circumvent checkpoint activation .	[]		p8	Introduction	FALSE	hypothesis	6760	6796	
60	s36	The results presented here argue for a model	[]		p8	Introduction	FALSE	hypothesis	6797	6841	
61	s36	in which TRF2 directly blocks activation of the ATM kinase .	[]		p8	Introduction	FALSE	hypothesis	6842	6901	
62	s37	Results	[header-0]		title9	Results	FALSE	none	6902	6909	
63	s38	TRF2 was overexpressed in IMR90 primary fibroblasts using a retroviral vector .	[]		p10	Results	FALSE	method	6910	6988	f1
64	s39	"Under these conditions , TRF2 saturates its telomeric binding sites and is present in the nucleoplasm ."	[]		p10	Results	FALSE	result	6989	7090	f1
65	s40	While control IMR90 cells showed the expected reduction in mitotic index after ionizing radiation ( IR )	[]		p10	Results	FALSE	result	7091	7193	f1
66	s40	"TRF2 overexpression partially abrogated this checkpoint response , increasing the percentage of cells entering mitosis from 0.3 % to 8 % ( Figure 1 ) ."	[inLink]	f1	p10	Results	FALSE	result	7194	7340	f1
67	s41	The inappropriate entry into mitosis is indicative of a failure of the cell cycle checkpoints .	[]		p10	Results	FALSE	implication	7341	7435	f1
68	s42	Since cell cycle arrest after IR largely depends on ATM ( reviewed in Shiloh 2003 )	[exLink]		p10	Results	FALSE	fact	7436	7517	f1
69	s42	we asked whether TRF2 was acting on this kinase .	[]		p10	Results	FALSE	hypothesis	7518	7567	f1
70	s43	"Caffeine , an inhibitor of ATM and the related kinase ATR , suppressed IR-induced arrest to a similar extent as TRF2 ( Figure 1 ) ."	[inLink]	f1	p10	Results	FALSE	result	7568	7694	f1
71	s44	"Furthermore , caffeine had"	[]		p10	Results	FALSE	result	7695	7720	f1
72	s44	"no additional effect on the ability of TRF2-overexpressing cells to bypass the DSB checkpoint , suggesting that TRF2 and caffeine target the same step in the response pathway ."	[]		p10	Results	FALSE	implication	7721	7895	f1
73	s45	We then asked	[]		p11	Results	FALSE	hypothesis	7896	7909	f2a|f2b|f2c
74	s45	whether TRF2 overexpression inhibited other ATM-dependent readouts of the DNA damage response .	[]		p11	Results	FALSE	hypothesis	7910	8004	f2a|f2b|f2c
75	s46	ATM phosphorylates and stabilizes p53 in response to DNA damage ( reviewed in Kastan and Lim 2000 ) .	[exLink]		p11	Results	FALSE	fact	8005	8103	f2a|f2b|f2c
76	s47	Quantitative immunoblotting showed	[]		p11	Results	FALSE	result	8104	8138	f2a|f2b|f2c
77	s47	that cells overexpressing TRF2 had a diminished ability to induce p53 after irradiation ( Figures 2A and 2B ) .	[inLink]	f2a|f2b	p11	Results	FALSE	result	8139	8247	f2a|f2b|f2c
78	s48	"Both the relative level of p53 protein and the induction of its downstream targets p21 , Bax , and Hdm2 were dampened ."	[]		p11	Results	FALSE	result	8248	8364	f2a|f2b|f2c
79	s49	"By contrast , the p16/Rb pathway was not affected by TRF2 ( Figure 2A ) ."	[inLink]	f2a	p11	Results	FALSE	result	8365	8434	f2a|f2b|f2c
80	s50	"We also examined the phosphorylation of Nbs1 on S343 , a target of ATM"	[]		p11	Results	FALSE	method	8435	8505	f2a|f2b|f2c
81	s50	Gatei et al. 2000 ; Lim et al. 2000 ; Wu et al. 2000 ; Zhao et al. 2000 ) .	[exLink]		p11	Results	FALSE	none	8506	8576	f2a|f2b|f2c
82	s51	Phosphorylation of this residue causes a change in electrophoretic mobility shift and can also be detected	[]		p11	Results	FALSE	result	8577	8683	f2a|f2b|f2c
83	s51	using an antibody specific for the phosphorylated form of Nbs1 .	[]		p11	Results	FALSE	result	8684	8747	f2a|f2b|f2c
84	s52	Extracts from irradiated control cells showed the previously reported retardation of Nbs1 and its reactivity with the S343-P-specific Nbs1 antibody ( Figure 2C ) .	[inLink]	f2c	p11	Results	FALSE	result	8748	8908	f2a|f2b|f2c
85	s53	Both alterations could be reversed by phosphatase treatment of the Nbs1 immunoprecipitations ( IPs ) .	[]		p11	Results	FALSE	result	8909	9008	f2a|f2b|f2c
86	s54	"In contrast , irradiation did not appear"	[]		p11	Results	FALSE	result	9009	9048	f2a|f2b|f2c
87	s54	"to induce phosphorylation of Nbs1 in cells overexpressing TRF2 , indicating that TRF2 diminished the ATM-dependent phosphorylation of Nbs1 ( Figure 2C ) ."	[inLink]	f2c	p11	Results	FALSE	result	9049	9199	f2a|f2b|f2c
88	s55	Because TRF2 overexpression blunted several cellular responses that depend ( in part ) on the ATM kinase	[]		p12	Results	FALSE	result	9200	9302	
89	s55	we determined TRF2 's effect on the activation of ATM itself .	[]		p12	Results	FALSE	result	9303	9364	
90	s56	"Phosphorylation of ATM on S1981 , an early and essential step in the activation of this kinase , can be detected rapidly after IR ,"	[]		p12	Results	FALSE	result	9365	9493	
91	s56	even when a low level of DNA damage is induced ( Bakkenist and Kastan 2003 ) .	[exLink]		p12	Results	FALSE	result	9494	9569	
92	s57	"To test whether TRF2 affected the autophosphorylation of ATM , the two proteins were expressed in 293T cells"	[]		p12	Results	FALSE	goal	9570	9677	f3a|f3b
93	s57	and ATM was activated with low doses of IR .	[]		p12	Results	FALSE	method	9678	9721	f3a|f3b
94	s58	TRF2 inhibited the activation of ATM as monitored by	[]		p12	Results	FALSE	result	9722	9774	f3a|f3b
95	s58	immunoblotting with an antibody specific for ATM S1981-P ( Figure 3A ) .	[inLink]	f3a	p12	Results	FALSE	result	9775	9844	f3a|f3b
96	s59	The relative level of ATM S1981-P ( normalized to total ATM protein ) at 0.3 Gy was 49 % of the vector control value ( p	[]		p12	Results	FALSE	result	9845	9961	f3a|f3b
97	s59	"= 0.002 , Student 's t test ; n = 7 ) ."	[]		p12	Results	FALSE	result	9962	9996	f3a|f3b
98	s60	"The TRF2 paralog TRF1 , which also binds the duplex telomeric repeats , did not have a significant effect on ATM activation , demonstrating"	[]		p12	Results	FALSE	result	9997	10133	f3a|f3b
99	s60	that the effect on ATM is specific to TRF2 ( Figure 3A ) .	[inLink]	f3a	p12	Results	FALSE	result	10134	10189	f3a|f3b
100	s61	Overexpression of TRF2 also diminished the IR-induced ATM autophosphorylation of endogenous ATM in IMR90 fibroblasts to 55 % of vector control value at 0.3 Gy and 60 % of vector control value at 0.6 Gy ( Figure 3B ) .	[inLink]	f3b	p12	Results	FALSE	result	10190	10402	f3a|f3b
101	s62	In order to understand the mechanism by which TRF2 inhibited ATM	[]		p13	Results	FALSE	goal	10403	10467	f4a
102	s62	we determined whether they interacted in vivo .	[]		p13	Results	FALSE	method	10468	10515	f4a
103	s63	IPs of the ATM kinase from primary human IMR90 fibroblasts resulted in recovery of a small fraction ( approximately 1 % ) of endogenous TRF2 ( Figure 4A ) .	[inLink]	f4a	p13	Results	FALSE	result	10516	10666	f4a
104	s64	This association was accentuated	[]		p13	Results	FALSE	result	10667	10699	f4a
105	s64	when TRF2 was overexpressed from a retroviral vector .	[]		p13	Results	FALSE	result	10700	10753	f4a
106	s65	"TRF2 was not recovered in anti-ATM immunoprecipitates from A-T cells even when TRF2 was overexpressed ( Figure 4A ) ,"	[inLink]	f4a	p13	Results	FALSE	result	10754	10868	f4a
107	s65	demonstrating that the recovery of TRF2 is dependent on the presence of functional ATM .	[]		p13	Results	FALSE	implication	10869	10956	f4a
108	s66	"The co-IP of TRF2 with ATM from IMR90 cells was resistant to the addition of ethidium bromide ( data not shown ) ,"	[]		p13	Results	FALSE	result	10957	11068	f4a
109	s66	arguing that DNA tethering is not responsible for the association .	[]		p13	Results	FALSE	implication	11069	11135	f4a
110	s67	"A control IP with antibodies to the CycD1/Cdk4/Cdk6 kinase complex did not precipitate TRF2 , and"	[]		p13	Results	FALSE	result	11136	11232	f4a
111	s67	"an irrelevant nuclear protein ( Nova1 ) , overexpressed in parallel in IMR90 cells , was not recovered in the ATM IP ( Figure 4A ) ."	[inLink]	f4a	p13	Results	FALSE	result	11233	11358	f4a
112	s68	"The association of TRF2 with ATM was not dependent on the presence of DNA damage ,"	[]		p13	Results	FALSE	result	11359	11440	f4a
113	s68	since neither IR nor UV treatment enhanced the recovery of TRF2 in ATM IPs ( data not shown ) .	[]		p13	Results	FALSE	result	11441	11533	f4a
114	s69	The nature of the association of TRF2 with ATM was explored further	[]		p14	Results	FALSE	goal	11534	11601	f4b
115	s69	using in vitro pulldown experiments .	[]		p14	Results	FALSE	method	11602	11638	f4b
116	s70	GST-tagged fragments of ATM were tested for their ability to bind purified TRF2 protein expressed in a baculovirus system .	[]		p14	Results	FALSE	method	11639	11761	f4b
117	s71	"In parallel , we used baculovirus-derived TRF1 ,"	[]		p14	Results	FALSE	method	11762	11808	f4b
118	s71	which was previously shown to interact with ATM by co-IP ( Kishi et al. 2001 ) .	[exLink]		p14	Results	FALSE	method	11809	11886	f4b
119	s72	TRF2 bound to two overlapping fragments of ATM spanning amino acids 1439 to 2138 ( Figure 4B ) .	[inLink]	f4b	p14	Results	FALSE	result	11887	11980	f4b
120	s73	"This region contains the FAT domain and S1981 , the critical target of autophosphorylation ( Bakkenist and Kastan 2003 ) ."	[exLink]		p14	Results	FALSE	fact	11981	12099	f4b
121	s74	"TRF1 bound a different region of ATM ( Figure 4B ) ,"	[inLink]	f4b	p14	Results	FALSE	result	12100	12149	f4b
122	s74	demonstrating the specificity of the observed interactions .	[]		p14	Results	FALSE	result	12150	12209	f4b
123	s75	Blunting of the DNA damage response was observed	[]		p15	Results	FALSE	result	12210	12258	
124	s75	when TRF2 was overexpressed throughout the nucleus .	[]		p15	Results	FALSE	result	12259	12310	
125	s76	"Because TRF2 is chiefly present at telomeres , the simplest interpretation is"	[]		p15	Results	FALSE	implication	12311	12387	
126	s76	that the observed activity reflected a telomeric function .	[]		p15	Results	FALSE	implication	12388	12446	
127	s77	"However , we also considered the possibility"	[]		p15	Results	FALSE	hypothesis	12447	12490	
128	s77	that TRF2 may have a heretofore clandestine role in the general DNA damage response .	[]		p15	Results	FALSE	hypothesis	12491	12575	
129	s78	"If this were true , TRF2 might be expected to localize to IR-induced foci ( IRIF ) ,"	[]		p15	Results	FALSE	hypothesis	12576	12656	
130	s78	where it would be in a position to modulate ATM .	[]		p15	Results	FALSE	hypothesis	12657	12705	
131	s79	Previous data had shown	[]		p15	Results	FALSE	result	12706	12729	f4c
132	s79	that the endogenous TRF2 does not relocate from telomeres to IRIF ( Zhu et al. 2000 ) .	[exLink]		p15	Results	FALSE	result	12730	12814	f4c
133	s80	"Similarly , immunofluorescence analysis showed that overexpressed TRF2 did not form IRIF ( Figure 4C ) :"	[inLink]	f4c	p15	Results	FALSE	result	12815	12915	f4c
134	s80	"the pattern of TRF2 localization was unchanged by IR , and there was no detectable colocalization with the known IRIF component 53BP1 ( Schultz et al. 2000 ) ."	[exLink]		p15	Results	FALSE	result	12916	13071	f4c
135	s81	This was also the case	[]		p15	Results	FALSE	result	13072	13094	f4c
136	s81	when TRF2 localization was examined in cells from which the nucleoplasmic proteins were extracted with a mild detergent ( Figure 4C ) .	[inLink]	f4c	p15	Results	FALSE	result	13095	13227	f4c
137	s82	"Thus , the inhibitory effect of TRF2 on ATM signaling does not reflect association of TRF2 with sites of DNA damage ."	[]		p15	Results	FALSE	result	13228	13343	f4c
138	s83	"Instead , we propose"	[]		p15	Results	FALSE	implication	13344	13363	f4c
139	s83	"that the inhibition of ATM by TRF2 is an innate property of the protein , important at its natural location : telomeres ."	[]		p15	Results	FALSE	hypothesis	13364	13482	f4c
140	s84	"However , we can not exclude the transient presence of TRF2 at DNA lesions and/or a role for TRF2 in the general DNA damage response ."	[]		p15	Results	FALSE	hypothesis	13483	13614	f4c
141	s85	Discussion	[header-0]		title16	Discussion	FALSE	none	13615	13625	
142	s86	Natural chromosome ends require	[]		p17	Discussion	FALSE	fact	13626	13657	
143	s86	mechanisms to prevent the activation of the DNA damage response .	[]		p17	Discussion	FALSE	fact	13658	13722	
144	s87	"Inhibition of the ATM kinase at human telomeres is particularly important since the telomeric complex contains the Mre11 complex , one of the DNA damage sensors of the ATM pathway ( Carson et al. 2003 ; Petrini and Stracker 2003 ; Uziel et al. 2003 ) ."	[exLink]		p17	Discussion	FALSE	fact	13723	13969	
145	s88	The telomeric protein TRF2 appears	[]		p17	Discussion	FALSE	fact	13970	14004	
146	s88	to play a central role in preventing telomeres from activating ATM .	[]		p17	Discussion	FALSE	fact	14005	14072	
147	s89	"Removal of TRF2 from telomeres results in the localization of the active , phosphorylated form of ATM to unprotected chromosome ends"	[]		p17	Discussion	FALSE	fact	14073	14205	
148	s89	Takai et al. 2003 ) and induces ATM-dependent apoptosis ( Karlseder et al. 1999 ) .	[exLink]		p17	Discussion	FALSE	fact	14206	14285	
149	s90	The data reported	[]		p17	Discussion	FALSE	result	14286	14303	
150	s90	here are consistent with the hypothesis that TRF2 protects telomeres through a direct interaction with ATM that blocks its activation .	[]		p17	Discussion	FALSE	implication	14304	14438	
151	s91	"As a result , TRF2 abrogates the downstream outcomes of the ATM-dependent DNA damage response , including phosphorylation of various ATM targets and cell cycle arrest ."	[]		p17	Discussion	FALSE	implication	14439	14604	
152	s92	We feel	[]		p18	Discussion	FALSE	hypothesis	14605	14612	
153	s92	that the interaction of TRF2 with ATM is likely to be relevant to the mechanism by which TRF2 blocks ATM signaling .	[]		p18	Discussion	FALSE	hypothesis	14613	14728	
154	s93	"TRF2 binds ATM in a region surrounding S1981 ,"	[]		p18	Discussion	FALSE	fact	14729	14774	
155	s93	which is functionally linked to the oligomerization state of ATM .	[]		p18	Discussion	FALSE	fact	14775	14840	
156	s94	"Phosphorylation on S1981 occurs concomitant with the dissociation of ATM dimers ( or oligomers ) ,"	[]		p18	Discussion	FALSE	fact	14841	14936	
157	s94	"forming the monomeric , active form of the kinase ( Bakkenist and Kastan 2003 ) ."	[exLink]		p18	Discussion	FALSE	fact	14937	15014	
158	s95	"TRF2 is also an oligomer of four to eight subunits ,"	[]		p18	Discussion	FALSE	fact	15015	15066	
159	s95	"which are held together by the TRFH dimerization domain as well as other , yet to be defined , protein interactions ( Broccoli et al. 1997 ; Fairall et al. 2001 ; Stansel et al. 2001 ) ."	[exLink]		p18	Discussion	FALSE	fact	15067	15246	
160	s96	Owing to its oligomeric nature	[]		p18	Discussion	FALSE	hypothesis	15247	15277	
161	s96	TRF2 could potentially cross-link ATM monomers and thus hold the kinase in its inactive dimeric ( or oligomeric ) state .	[]		p18	Discussion	FALSE	hypothesis	15278	15397	
162	s97	"In this manner , TRF2 could abrogate the ATM pathway"	[]		p18	Discussion	FALSE	hypothesis	15398	15449	
163	s97	since it would block amplification of the ATM signal at an early step .	[]		p18	Discussion	FALSE	hypothesis	15450	15520	
164	s98	"In agreement with this idea , the in vitro GST pulldown experiments showed"	[]		p18	Discussion	FALSE	result	15521	15594	
165	s98	that TRF2 can interact with ATM when it is not phosphorylated on S1981 .	[]		p18	Discussion	FALSE	result	15595	15666	
166	s99	"Because mutations in the TRF2 dimerization domain destabilize the protein , it has not been possible"	[]		p18	Discussion	FALSE	problem	15667	15766	
167	s99	to test the contribution of TRF2 oligomerization on ATM repression directly .	[]		p18	Discussion	FALSE	problem	15767	15843	
168	s100	"Alternatively , the interaction of TRF2 with the region surrounding S1981 may prevent"	[]		p18	Discussion	FALSE	hypothesis	15844	15928	
169	s100	"ATM autophosphorylation or TRF2 binding could block a presumed interaction between ATM and a DNA damage sensor , such as the Mre11 complex ."	[]		p18	Discussion	FALSE	hypothesis	15929	16067	
170	s101	It is unlikely	[]		p18	Discussion	FALSE	hypothesis	16068	16082	
171	s101	"that TRF2 acts as an ATM target mimetic that titrates out genuine ATM targets since TRF2 is not a target of the ATM kinase ( R. Drissi , M. B. Kastan , and J. Dome , unpublished data ) ."	[]		p18	Discussion	FALSE	hypothesis	16083	16263	
172	s102	"Furthermore , TRF2 does not block ATM kinase activity in an in vitro assay ( S ."	[]		p18	Discussion	FALSE	result	16264	16341	
173	s103	"Kozlov , J. Karlseder , and M. F. Lavin , unpublished data ) ."	[]		p18	Discussion	FALSE	result	16342	16399	
174	s104	"These findings are consistent with TRF2 acting at one of the earlier steps in the activation of the ATM kinase , including the interplay between ATM and DNA damage sensors , ATM autophosphorylation , or dissociation of ATM dimers ."	[]		p18	Discussion	FALSE	implication	16400	16627	
175	s105	"In this study we have expressed TRF2 at high levels throughout the nucleus ,"	[]		p19	Discussion	FALSE	result	16628	16703	
176	s105	whereas endogenous TRF2 is localized primarily to telomeres ( van Steensel et al. 1998 ) .	[exLink]		p19	Discussion	FALSE	result	16704	16791	
177	s106	Our estimates suggest	[]		p19	Discussion	FALSE	implication	16792	16813	
178	s106	that TRF2 is extremely abundant at telomeres .	[]		p19	Discussion	FALSE	implication	16814	16859	
179	s107	Human cells contain on the order of 1 million copies of TRF2 ( X.-D .	[]		p19	Discussion	FALSE	fact	16860	16927	
180	s108	"Zhu and T. de Lange , unpublished data ) , sufficient to position thousands of TRF2 molecules at each chromosome end ."	[]		p19	Discussion	FALSE	fact	16928	17042	
181	s109	This number is consistent with the presence of thousands of TRF2-binding sites per telomere and the oligomerization potential of the protein .	[]		p19	Discussion	FALSE	fact	17043	17184	
182	s110	"Thus , for every ATM kinase"	[]		p19	Discussion	FALSE	implication	17185	17211	
183	s110	"that could be activated at a chromosome end , there is a vast molar excess of its potential inhibitor , TRF2 ."	[]		p19	Discussion	FALSE	implication	17212	17319	
184	s111	"Since TRF2 is specifically lodged at telomeres and remains there when DNA damage is induced , it is unlikely"	[]		p19	Discussion	FALSE	fact	17320	17427	
185	s111	to interfere with activation of the ATM kinase at sites of DNA damage elsewhere in the genome .	[]		p19	Discussion	FALSE	hypothesis	17428	17522	
186	s112	"Hence , TRF2 could act as a telomere-specific inhibitor of ATM ."	[]		p19	Discussion	FALSE	hypothesis	17523	17585	
187	s113	Previous studies have shown	[]		p20	Discussion	FALSE	result	17586	17613	
188	s113	that overexpression of TRF2 can protect critically short telomeres generated by replicative aging ( Karlseder et al. 2002 ) .	[exLink]		p20	Discussion	FALSE	result	17614	17736	
189	s114	TRF2 reduced the incidence of end-to-end chromosome fusions in this setting and also delayed the onset of senescence .	[]		p20	Discussion	FALSE	result	17737	17854	
190	s115	These findings suggested	[]		p20	Discussion	FALSE	implication	17855	17879	
191	s115	"that senescence is induced by an altered telomere state , in which the telomere has become so short that the amount of TRF2 it can recruit is insufficient for the protection of the chromosome end ."	[]		p20	Discussion	FALSE	implication	17880	18075	
192	s116	When TRF2 is overexpressed	[]		p20	Discussion	FALSE	result	18076	18102	
193	s116	this deficiency in TRF2 recruitment may be overcome .	[]		p20	Discussion	FALSE	result	18103	18156	
194	s117	One possibility is	[]		p20	Discussion	FALSE	hypothesis	18157	18175	
195	s117	that the altered state of critically short telomeres represents a situation in which telomeres have a diminished ability to form t-loops .	[]		p20	Discussion	FALSE	hypothesis	18176	18313	
196	s118	The current findings raise the possibility	[]		p20	Discussion	FALSE	hypothesis	18314	18356	
197	s118	that the altered state may also include a situation in which the telomere contains insufficient TRF2 to repress ATM .	[]		p20	Discussion	FALSE	hypothesis	18357	18473	
198	s119	"However , the ability of TRF2 to delay senescence was also observed in A-T cells ( Karlseder et al. 2002 ) ,"	[exLink]		p20	Discussion	FALSE	result	18474	18578	
